tweet_id,timestamp,source,expanded_urls,rating_numerator,rating_denominator,name,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,retweet_count,favorite_count
888804989199671297,2017-07-22 16:56:37 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13.0,10.0,Zeke,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True,4559.0,26080.0
888554962724278272,2017-07-22 00:23:06 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13.0,10.0,Ralphus,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True,3732.0,20290.0
888078434458587136,2017-07-20 16:49:33 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12.0,10.0,Gerald,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,3653.0,22201.0
887705289381826560,2017-07-19 16:06:48 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/887705289381826560/photo/1,13.0,10.0,Jeffrey,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.026236400000000003,True,5609.0,30779.0
887473957103951883,2017-07-19 00:47:34 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13.0,10.0,Canela,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,18781.0,69871.0
886736880519319552,2017-07-16 23:58:41 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13.0,10.0,Mingus,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.08634630000000001,True,3443.0,12306.0
886366144734445568,2017-07-15 23:25:31 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12.0,10.0,Roscoe,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True,3316.0,21524.0
885984800019947520,2017-07-14 22:10:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/885984800019947520/photo/1,12.0,10.0,Jimbo,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True,7097.0,33382.0
885528943205470208,2017-07-13 15:58:47 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/885528943205470208/photo/1,13.0,10.0,Maisey,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True,6683.0,36689.0
884925521741709313,2017-07-12 00:01:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12.0,10.0,Earl,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True,16439.0,68152.0
884876753390489601,2017-07-11 20:47:12 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13.0,10.0,Lola,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True,6096.0,28514.0
884562892145688576,2017-07-11 00:00:02 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/884562892145688576/photo/1,13.0,10.0,Kevin,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True,5100.0,24765.0
884162670584377345,2017-07-09 21:29:42 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/884162670584377345/photo/1,12.0,10.0,Yogi,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,3128.0,20771.0
883838122936631299,2017-07-09 00:00:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/883838122936631299/photo/1,12.0,10.0,Noah,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,3586.0,22349.0
883482846933004288,2017-07-08 00:28:19 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5.0,10.0,Bella,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True,10407.0,46860.0
883360690899218434,2017-07-07 16:22:55 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/883360690899218434/photo/1,13.0,10.0,Grizzwald,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,3825.0,22986.0
882762694511734784,2017-07-06 00:46:41 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/882762694511734784/photo/1,12.0,10.0,Gus,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True,5134.0,28903.0
882627270321602560,2017-07-05 15:48:34 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/882627270321602560/photo/1,13.0,10.0,Stanley,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,6342.0,28382.0
882268110199369728,2017-07-04 16:01:23 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13.0,10.0,Alfy,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,golden_retriever,0.762211,True,Labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True,12118.0,45880.0
881666595344535552,2017-07-03 00:11:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/881666595344535552/photo/1,13.0,10.0,Gary,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,Saluki,0.529012,True,Afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True,11099.0,51522.0
880465832366813184,2017-06-29 16:39:47 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12.0,10.0,Bella,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,6546.0,29075.0
879862464715927552,2017-06-28 00:42:13 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13.0,10.0,Romeo,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,3642.0,22667.0
879415818425184262,2017-06-26 19:07:24 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/879415818425184262/video/1,13.0,10.0,Duddles,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True,45849.0,107956.0
879008229531029506,2017-06-25 16:07:47 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/879008229531029506/photo/1,13.0,10.0,Beau,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1.0,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True,2812.0,19317.0
878776093423087618,2017-06-25 00:45:22 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13.0,10.0,Snoopy,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2.0,Italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,Ibizan_hound,0.0397246,True,4319.0,19763.0
878281511006478336,2017-06-23 16:00:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13.0,10.0,Shadow,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1.0,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.12850699999999998,True,1349.0,7913.0
878057613040115712,2017-06-23 01:10:23 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14.0,10.0,Emmy,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1.0,French_bulldog,0.839097,True,Boston_bull,0.07879939999999999,True,toy_terrier,0.0152434,True,7181.0,42876.0
877736472329191424,2017-06-22 03:54:17 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13.0,10.0,Aja,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2.0,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True,17300.0,71144.0
877316821321428993,2017-06-21 00:06:44 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13.0,10.0,Dante,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1.0,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True,5414.0,27907.0
877201837425926144,2017-06-20 16:29:50 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12.0,10.0,Nelly,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1.0,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True,5880.0,27755.0
876838120628539392,2017-06-19 16:24:33 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12.0,10.0,Ginger,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1.0,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.08893480000000001,True,3506.0,21125.0
876484053909872640,2017-06-18 16:57:37 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/876484053909872640/photo/1,13.0,10.0,Benedict,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1.0,golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,chow,0.016723599999999998,True,2511.0,19163.0
876120275196170240,2017-06-17 16:52:05 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/876120275196170240/photo/1,13.0,10.0,Venti,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1.0,Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_dog,0.0949327,True,4903.0,28490.0
875747767867523072,2017-06-16 16:11:53 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/875747767867523072/photo/1,13.0,10.0,Goose,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1.0,Labrador_retriever,0.799551,True,Chesapeake_Bay_retriever,0.179975,True,vizsla,0.0046176,True,4497.0,25773.0
874680097055178752,2017-06-13 17:29:20 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/874680097055178752/photo/1,12.0,10.0,Cash,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1.0,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470691,True,beagle,0.0360071,True,4875.0,28439.0
874296783580663808,2017-06-12 16:06:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/874296783580663808/photo/1,13.0,10.0,Jed,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1.0,cocker_spaniel,0.437216,True,miniature_poodle,0.277191,True,toy_poodle,0.157402,True,4308.0,26651.0
874012996292530176,2017-06-11 21:18:31 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",13.0,10.0,Sebastian,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2.0,Cardigan,0.806674,True,Pembroke,0.116622,True,kelpie,0.0491819,True,11007.0,35501.0
873213775632977920,2017-06-09 16:22:42 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",12.0,10.0,Sierra,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1.0,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True,1667.0,7467.0
872620804844003328,2017-06-08 01:06:27 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/872620804844003328/photo/1,13.0,10.0,Monkey,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1.0,cocker_spaniel,0.513191,True,Sussex_spaniel,0.159088,True,standard_poodle,0.149509,True,3911.0,21309.0
872261713294495745,2017-06-07 01:19:32 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/872261713294495745/photo/1,https://twitter.com/dog_rates/status/872261713294495745/photo/1",13.0,10.0,Harry,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2.0,Labrador_retriever,0.972019,True,flat-coated_retriever,0.00817828,True,Chesapeake_Bay_retriever,0.00735927,True,6649.0,35085.0
871879754684805121,2017-06-06 00:01:46 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/871879754684805121/photo/1,https://twitter.com/dog_rates/status/871879754684805121/photo/1",13.0,10.0,Lassie,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1.0,Shetland_sheepdog,0.969171,True,collie,0.0182607,True,Pomeranian,0.00851534,True,11918.0,39090.0
871762521631449091,2017-06-05 16:15:56 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1",12.0,10.0,Rover,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2.0,Labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True,3678.0,20787.0
870656317836468226,2017-06-02 15:00:16 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://www.gofundme.com/help-fix-codys-torn-acl,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1",13.0,10.0,Cody,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4.0,Pembroke,0.945495,True,Cardigan,0.0458755,True,beagle,0.00432943,True,2817.0,12819.0
870374049280663552,2017-06-01 20:18:38 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/870374049280663552/photo/1,13.0,10.0,Zoey,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1.0,golden_retriever,0.841001,True,Great_Pyrenees,0.0992784,True,Labrador_retriever,0.0326213,True,27680.0,85011.0
870308999962521604,2017-06-01 16:00:09 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/870308999962521604/photo/1,https://twitter.com/dog_rates/status/870308999962521604/photo/1",13.0,10.0,Rumble,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2.0,Greater_Swiss_Mountain_dog,0.6227520000000001,True,Appenzeller,0.15846300000000002,True,EntleBucher,0.148115,True,4384.0,22453.0
869772420881756160,2017-05-31 04:27:59 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/869772420881756160/photo/1,13.0,10.0,Dewey,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1.0,Pembroke,0.980148,True,Cardigan,0.0192711,True,malamute,0.00013626,True,10663.0,43710.0
869702957897576449,2017-05-30 23:51:58 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/869702957897576449/photo/1,13.0,10.0,Stanley,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1.0,Pembroke,0.993449,True,Cardigan,0.00632508,True,Chihuahua,0.000177598,True,6728.0,29116.0
869227993411051520,2017-05-29 16:24:37 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/869227993411051520/photo/1,13.0,10.0,Gizmo,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1.0,Pembroke,0.664181,True,Chihuahua,0.169234,True,Cardigan,0.1327,True,4023.0,21112.0
868552278524837888,2017-05-27 19:39:34 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://www.gofundme.com/3ti3nps,https://twitter.com/dog_rates/status/868552278524837888/photo/1,https://twitter.com/dog_rates/status/868552278524837888/photo/1",12.0,10.0,Cooper,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1.0,whippet,0.378151,True,Italian_greyhound,0.275935,True,American_Staffordshire_terrier,0.0949906,True,2240.0,10539.0
867774946302451713,2017-05-25 16:10:44 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://twitter.com/dog_rates/status/867774946302451713/photo/1,https://twitter.com/dog_rates/status/867774946302451713/photo/1",13.0,10.0,Harold,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,2.0,Border_collie,0.661953,True,Cardigan,0.175718,True,collie,0.0871424,True,7788.0,35179.0
867421006826221569,2017-05-24 16:44:18 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://twitter.com/dog_rates/status/867421006826221569/photo/1,12.0,10.0,Shikha,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,1.0,Eskimo_dog,0.6164569999999999,True,Siberian_husky,0.38133,True,malamute,0.00167022,True,2697.0,16755.0
